expo,gauss
1.723,-0.126
0.381,0.458
0.857,-0.189
0.158,-0.481
0.136,1.044
0.958,0.762
0.765,0.364
0.75,0.082
2.942,2.513
0.41,0.538
0.095,-0.85
0.324,1.172
1.758,0.855
1.002,0.023
1.425,-0.211
2.086,-0.727
1.199,-0.009
1.985,-1.679
0.521,0.745
3.471,2.267
0.487,0.115
0.123,0.571
1.243,-0.366
0.197,0.273
1.091,-1.113
0.542,-0.232
1.248,0.213
0.874,-0.479
1.16,-0.437
0.021,-0.107
1.435,-2.53
1.148,1.474
0.089,-1.072
2.588,2.153
0.881,-1.887
0.551,1.779
0.295,-0.062
1.461,-2.568
0.752,0.004
0.896,0.624
0.738,0.443
2.464,-0.28
0.048,1.174
1.125,-0.117
0.067,1.21
1.208,-0.446
1.231,-0.132
0.836,0.509
0.418,0.046
0.05,0.927
1.128,-1.033
0.142,0.436
0.248,0.002
1.331,-0.072
0.049,-0.531
0.907,0.742
2.628,1.293
1.098,-0.664
1.842,0.659
3.36,0.215
0.211,-0.976
1.759,1.663
1.12,-0.289
0.823,1.334
1.128,-0.371
0.222,0.305
1.132,-1.26
0.35,-1.523
0.565,-1.427
1.215,0.494
0.673,1.094
0.099,-1.831
0.723,-0.315
0.019,-0.582
0.176,-1.367
2.052,0.757
0.85,0.23
5.155,-0.544
0.74,0.593
2.43,0.847
5.358,-0.958
0.202,-0.364
0.916,-2.196
3.546,-0.342
1.272,-1.632
0.298,-0.532
0.352,-0.158
0.875,1.194
0.022,0.271
0.258,0.065
0.595,-0.92
1.674,0.944
3.314,1.018
0.785,1.558
0.848,-0.191
0.278,1.521
1.252,-0.026
0.01,-1.99
1.521,-0.371
0.306,-0.644
0.284,1.197
1.474,-0.865
3.15,0.026
0.252,-1.225
1.0,-1.816
0.595,-0.871
1.066,1.349
0.071,0.72
1.91,1.631
2.171,0.838
0.056,-0.435
0.892,0.736
0.702,0.076
2.328,0.536
0.288,0.092
0.403,-2.002
0.712,2.334
1.666,0.539
0.243,-0.99
0.547,0.104
0.722,-0.648
0.527,-0.527
1.654,0.313
0.09,-0.859
0.034,-2.022
0.033,-0.075
1.723,-0.89
2.909,-0.432
1.372,0.674
0.177,0.037
0.3,-0.133
1.644,-2.337
1.802,-1.63
0.564,0.891
0.629,0.842
0.201,-1.889
0.217,2.121
0.522,-0.052
1.067,0.396
0.344,-0.026
0.006,-0.574
0.955,0.737
0.795,-0.03
0.934,-0.734
0.172,-1.014
0.837,0.868
0.015,0.012
3.233,1.503
0.605,2.204
0.208,0.362
0.106,-0.43
1.03,-0.67
0.193,0.289
0.017,-1.164
3.043,-2.653
0.245,0.011
0.248,-0.091
0.958,0.105
0.07,-1.611
0.877,0.623
0.533,0.849
2.759,-0.343
2.423,0.792
1.2,1.116
1.727,-1.046
0.007,0.352
1.075,-1.424
0.393,-0.749
0.965,0.126
0.333,-0.117
0.353,1.445
0.231,1.384
0.342,-0.46
0.013,0.835
2.244,1.991
0.103,-0.182
2.071,0.025
0.872,-0.433
2.107,0.205
0.044,2.167
0.772,-1.025
2.199,-1.507
0.737,0.942
1.16,0.121
0.59,-0.528
1.152,-0.471
4.009,-2.137
0.001,-0.629
0.777,0.467
1.537,-0.207
2.71,0.246
1.55,1.081
0.374,1.751
1.096,0.928
2.573,1.053
0.169,0.67
0.056,-1.796
0.632,-0.119
1.42,-0.534
1.705,-0.766
0.692,-0.16
1.444,-0.776
0.814,0.97
1.328,-0.59
0.732,2.12
0.091,1.057
0.4,-0.849
0.936,0.393
0.2,0.835
0.064,-0.391
0.974,-0.324
0.025,0.061
0.823,1.024
0.528,1.142
0.352,0.442
0.505,-1.13
0.288,1.164
0.105,2.477
0.003,-1.702
1.607,0.31
0.102,0.485
0.446,1.37
0.37,0.172
0.106,1.794
0.416,-1.372
1.275,-0.088
1.113,1.92
0.092,-0.181
0.878,-1.1
7.639,0.615
1.761,-2.675
2.315,-1.889
0.045,-0.349
0.837,-0.856
0.287,0.692
1.034,0.198
0.663,-0.666
0.31,1.657
0.649,-0.566
1.569,-0.161
2.985,-0.629
2.591,0.118
0.445,-1.704
1.206,1.338
1.442,-0.197
1.205,0.358
3.641,-0.319
1.192,-0.3
0.06,0.969
1.543,-0.84
1.747,0.896
2.548,0.461
1.828,-0.48
1.489,-0.159
1.677,-0.697
1.56,-0.452
1.37,1.229
1.03,0.917
0.926,0.986
2.701,0.56
1.066,-1.562
0.222,-0.613
1.826,1.351
0.439,0.596
1.622,-0.419
1.329,0.268
0.349,-0.34
0.337,-0.584
0.02,-0.605
0.493,0.526
1.724,-1.213
0.112,-0.127
0.304,-1.106
1.989,0.638
0.599,0.844
1.295,0.098
3.565,0.177
0.207,-0.027
0.804,0.286
0.885,1.62
0.214,-0.273
0.771,1.067
0.899,0.454
0.23,0.843
0.913,1.883
0.18,0.125
1.387,-0.994
2.293,0.39
0.316,-0.855
0.627,-0.845
0.501,0.236
0.572,-0.811
1.119,-0.925
0.62,0.071
0.224,1.336
0.422,0.769
5.849,1.115
0.723,-2.085
0.361,-0.727
0.302,-0.048
1.476,-0.098
1.118,-1.843
1.856,-1.75
4.226,0.512
0.693,-1.714
0.58,-0.513
1.37,0.823
0.249,-1.223
0.04,-0.911
0.44,0.387
2.542,0.633
0.429,-2.317
0.035,-2.098
0.704,0.423
0.154,-0.075
2.042,-0.026
0.411,-1.019
0.241,0.446
0.901,0.207
0.249,-0.933
0.869,-0.41
2.362,-0.564
0.247,-0.937
0.876,0.666
0.175,-1.772
0.304,0.803
1.807,1.737
0.197,0.784
0.892,-0.776
1.004,1.178
0.608,0.309
0.74,-0.688
0.195,-1.326
0.501,-0.999
0.789,-2.244
0.749,0.577
2.179,2.586
2.295,0.245
0.395,-1.386
0.633,-2.3
1.052,1.818
1.835,0.015
1.223,-0.089
0.146,0.984
0.075,0.669
3.321,-0.723
0.073,-0.181
0.708,-0.818
4.452,-1.053
0.451,-0.829
3.835,-0.034
7.012,-2.186
0.185,-0.827
0.539,-0.76
0.059,0.429
1.859,1.589
0.801,0.565
0.703,-0.445
0.886,-0.927
2.552,-1.511
1.145,-0.584
0.695,0.922
0.331,-1.899
0.666,0.061
0.488,1.182
1.449,-0.526
1.629,-1.391
4.443,0.022
3.578,0.234
0.635,-0.671
0.134,-1.727
0.199,-1.352
0.664,0.111
0.456,0.256
0.186,0.185
0.853,-0.905
1.227,-2.183
0.517,-0.68
0.472,-0.707
0.275,2.042
0.677,0.708
0.463,0.614
0.294,-0.345
0.232,0.45
0.22,0.009
0.075,-1.086
0.716,1.487
2.548,-1.326
0.115,0.586
1.804,-0.064
0.272,0.673
0.103,0.825
0.765,-0.68
0.933,1.118
0.533,-0.562
1.265,0.68
0.094,-0.804
1.007,-0.424
1.308,-0.721
0.212,0.236
0.587,0.399
1.505,1.186
0.504,1.243
0.445,0.218
3.565,1.226
0.575,-0.13
0.248,0.959
1.582,1.355
3.312,1.513
0.111,0.929
1.023,-0.27
1.969,-0.308
0.163,0.393
0.403,1.08
0.654,-0.357
0.075,1.904
0.468,-0.456
1.648,0.092
0.324,0.806
0.472,-1.157
0.234,0.894
0.762,-0.07
0.202,-0.001
2.595,-0.21
0.071,-0.081
0.434,0.275
2.968,0.556
4.54,0.913
0.237,-0.333
0.154,0.372
0.412,0.334
0.085,0.077
1.053,-1.308
0.241,-0.124
0.573,0.039
1.664,0.601
0.879,0.141
0.996,0.918
6.672,-2.473
0.36,-0.329
0.175,0.972
0.661,-0.699
2.093,-0.38
0.429,0.284
0.987,-0.758
0.194,0.542
1.078,-0.227
0.125,-1.976
0.423,0.331
2.264,0.088
0.222,0.329
2.654,-0.712
0.15,1.729
0.777,0.658
0.582,0.347
1.797,-0.681
0.7,0.0
0.496,-0.743
2.051,-0.387
0.509,-0.194
1.539,-0.503
0.661,0.084
0.824,-0.081
3.43,-0.505
0.498,-1.57
2.203,-0.212
0.084,1.0
0.706,-2.188
0.473,0.229
1.108,-2.028
0.71,-0.206
1.34,0.032
0.066,0.955
4.133,-0.451
0.034,-0.24
1.559,0.433
0.822,-1.001
0.071,-0.437
1.087,0.786
0.943,-0.377
0.446,-0.23
3.69,0.223
0.201,1.133
0.327,1.54
0.797,-0.145
0.77,-0.26
0.276,1.827
0.621,-0.525
3.476,0.839
1.784,-1.493
4.437,-0.38
2.215,-2.132
1.294,0.876
4.271,-0.288
0.862,0.858
0.143,0.857
3.605,-0.943
0.454,-0.026
1.942,0.522
1.04,-0.716
0.976,0.111
0.781,-0.197
2.902,0.24
0.423,-0.134
0.234,-0.518
0.339,0.631
0.54,1.121
0.453,-0.456
0.199,0.745
3.462,-0.067
0.407,-0.938
0.742,0.613
0.097,0.832
1.768,0.475
2.083,-0.326
0.379,-0.52
0.795,-0.519
0.469,0.096
2.94,0.046
0.614,-1.465
1.264,-0.397
0.562,0.237
0.273,0.417
0.342,-0.705
1.456,-0.146
0.215,0.702
0.118,-0.388
1.437,2.73
0.447,-1.446
0.024,1.622
0.404,-2.892
0.33,0.491
2.926,0.563
1.155,-1.37
2.039,0.185
0.164,-1.276
0.037,2.225
2.14,-1.116
0.171,0.093
0.609,1.253
0.47,0.764
0.271,0.788
0.054,-1.557
0.704,0.597
2.16,-1.108
1.045,-1.509
0.96,-0.785
1.064,-1.594
3.522,1.03
0.434,0.279
2.719,-0.191
0.531,1.38
0.051,-1.324
0.247,-1.129
1.399,0.45
1.112,-1.242
1.606,-0.798
1.115,0.471
0.36,0.539
0.626,-0.601
5.472,-1.894
2.289,-1.258
0.034,-1.941
4.256,0.828
0.018,0.39
0.348,-1.186
0.001,1.304
0.992,-0.523
2.216,0.28
0.163,0.83
1.486,0.499
0.238,-2.358
0.495,0.341
0.98,-0.773
0.974,0.006
0.115,-0.327
1.058,0.25
0.167,1.321
0.028,0.464
0.236,-1.165
1.328,0.109
0.108,0.759
0.167,-1.23
1.038,-0.892
1.423,0.32
0.651,-1.052
1.167,-0.936
0.946,0.556
3.062,0.688
0.483,0.179
0.091,1.685
0.131,1.025
0.07,-0.027
0.196,-0.544
0.439,-0.898
1.314,0.238
0.73,0.032
0.032,1.759
2.571,-0.981
0.246,-0.906
1.459,0.105
0.402,0.184
2.078,0.254
0.726,0.247
1.144,-1.32
0.692,-0.257
0.207,-0.782
0.011,-0.692
0.397,-0.356
0.89,-0.376
1.114,-1.037
0.314,0.751
1.205,-0.566
2.083,-2.132
2.15,-0.071
2.535,1.658
0.519,-2.696
1.591,0.379
1.201,0.463
0.098,-0.15
0.068,0.894
3.162,0.908
0.22,1.26
0.567,-1.943
2.482,0.457
0.769,0.755
0.557,-0.748
1.935,-0.246
0.402,0.421
0.001,0.296
0.814,-0.233
0.061,0.311
0.949,-1.158
0.423,-1.729
0.48,0.164
0.493,-1.049
0.094,-0.454
0.383,1.203
0.278,0.306
0.289,-0.007
0.45,0.039
0.225,-0.531
0.451,0.791
1.817,0.216
0.876,-2.013
0.666,-1.595
0.357,-0.621
4.158,0.908
0.388,-1.75
1.769,-0.124
0.139,-0.773
0.507,2.844
0.084,0.142
1.128,1.308
0.636,0.194
1.538,-0.405
1.094,-0.801
0.83,0.127
0.884,1.55
0.036,-0.335
0.411,0.892
1.344,0.203
1.228,-1.157
1.004,-1.269
0.35,-0.9
0.805,-0.646
0.48,-0.621
0.267,0.226
0.834,0.62
0.042,-0.013
0.099,-2.503
4.535,-0.29
1.195,0.874
2.449,0.07
0.543,-1.901
0.421,0.26
2.739,-1.117
0.647,1.855
1.067,0.804
0.041,0.086
1.015,-0.1
2.118,-2.587
0.747,-1.697
1.064,0.445
0.33,-0.652
1.121,-0.631
0.268,-0.156
3.122,-0.021
1.066,0.557
0.104,0.463
0.487,-1.241
0.02,-0.996
0.051,-1.155
0.647,-0.247
0.498,-0.198
0.471,-0.199
1.019,-0.813
1.399,-0.266
0.602,0.115
2.282,1.42
1.817,0.084
0.196,-0.89
0.376,-0.04
1.395,1.701
0.202,1.128
0.076,0.71
0.151,0.811
0.149,0.471
1.038,1.028
0.341,-0.753
0.329,0.579
0.217,0.438
0.508,-2.361
1.94,2.445
0.442,0.303
0.188,-0.949
0.497,-0.58
0.326,-0.259
1.454,-0.206
0.465,-1.466
0.367,0.429
2.242,0.644
0.666,0.248
4.882,-1.361
0.83,-0.226
2.765,-0.167
1.108,-0.88
1.372,0.643
0.124,-0.08
0.8,-0.643
0.665,-1.884
1.783,0.21
0.194,1.517
0.213,-0.808
0.364,-0.829
1.23,1.319
0.256,0.974
2.726,0.503
1.562,-0.281
0.579,1.415
0.033,1.763
0.092,-0.702
0.961,-0.176
5.995,-1.977
0.814,-0.091
0.147,-0.597
0.724,-1.504
0.089,-0.527
0.177,-1.831
2.328,-0.326
1.582,-0.652
1.268,0.175
2.995,0.767
0.156,-0.234
0.833,1.134
1.422,-0.618
1.128,0.622
0.848,-0.878
1.559,-0.225
1.435,-0.775
4.92,0.524
0.257,-0.661
0.407,0.941
0.765,0.173
0.037,-1.791
0.15,0.408
3.305,-1.226
0.371,0.376
1.013,-0.58
0.338,-2.311
0.754,0.854
0.717,-0.683
0.53,0.473
0.608,0.184
0.408,-0.736
1.954,0.012
1.11,-0.463
0.653,-0.246
0.809,-0.032
1.426,0.378
2.932,-0.334
1.682,-0.509
0.468,0.645
0.761,-0.557
1.2,0.637
2.734,1.415
0.827,0.32
0.186,0.069
0.143,0.116
0.347,0.349
0.105,-0.051
0.392,1.797
0.962,1.042
0.13,0.71
0.386,-0.002
0.06,0.208
0.361,-0.276
0.933,0.641
0.239,0.924
0.193,-0.479
0.574,-0.913
1.137,-1.435
1.832,-0.749
0.934,0.88
2.424,0.131
0.875,-1.89
0.61,0.043
0.055,0.275
1.805,1.568
0.552,-0.235
1.035,0.79
0.669,0.484
0.008,-2.09
1.776,-0.686
1.185,-1.659
2.791,0.431
3.291,0.525
0.119,0.317
0.365,-0.424
0.395,-1.133
0.788,-0.572
0.025,-0.064
0.688,0.045
0.52,-0.637
2.111,0.808
3.0,-1.143
0.006,0.19
1.477,-0.253
1.063,1.897
0.709,-0.294
2.054,-0.826
1.287,-0.307
2.851,0.756
0.069,1.232
1.012,0.005
1.065,-0.315
0.58,-0.488
1.441,-0.355
1.135,-0.472
0.966,-0.289
0.039,-1.567
1.748,-1.302
0.119,0.507
0.037,-0.959
0.069,0.015
0.01,0.144
0.733,-2.047
0.484,-0.405
1.159,-0.349
0.947,-0.83
0.606,0.502
0.541,-0.102
0.245,1.814
2.257,-0.338
3.812,-1.431
0.831,-0.24
1.561,-1.606
1.534,1.379
1.382,0.842
3.223,0.42
5.717,-2.234
2.112,-0.388
0.567,0.306
0.15,-1.186
0.869,-2.93
0.668,-0.069
1.233,1.187
1.317,-0.707
2.326,-1.201
0.77,-1.7
2.833,0.753
0.774,-0.995
0.026,-0.365
0.386,-1.451
1.009,-1.463
0.041,1.232
1.132,-0.443
0.476,1.47
0.829,0.757
0.005,-0.703
4.463,0.704
1.5,0.845
1.355,0.701
0.587,1.38
0.697,-0.018
0.937,-2.032
1.584,0.544
0.104,0.505
0.203,0.759
0.524,0.316
0.626,-0.463
1.119,-1.562
0.152,1.49
1.745,-1.047
0.31,2.441
0.562,-1.149
1.667,0.645
0.112,0.761
1.567,0.292
0.128,1.789
0.136,-0.407
0.575,0.904
3.209,0.858
2.51,2.173
1.681,-1.918
0.226,2.095
0.033,-0.187
0.423,1.06
0.33,2.914
3.232,-0.309
2.209,0.026
0.593,0.808
1.09,0.699
1.834,0.491
0.507,-1.024
0.089,0.833
0.55,-0.701
1.354,0.867
0.115,0.465
0.286,-0.985
0.244,-0.603
0.527,1.144
0.424,1.575
0.495,0.136
0.783,1.058
0.573,0.548
0.539,-0.547
0.087,0.163
0.327,2.176
0.764,0.515
0.11,0.905
1.139,-0.782
2.201,-0.323
1.301,0.192
0.038,-0.387
0.329,0.55
1.738,0.387
2.699,-1.588
0.967,1.211
2.802,-1.23
0.291,0.967
0.539,0.157
0.622,0.271
0.409,-1.783
0.331,-2.87
2.657,-0.678
0.14,2.008
0.479,-0.849
0.726,-0.491
0.372,1.522
1.01,0.407
2.751,-0.017
1.281,0.095
1.111,-0.806
0.892,1.229
0.158,-0.749
0.656,-0.244
3.825,-0.075
0.297,-1.598
0.116,0.412
1.698,1.287
1.88,-0.2
0.115,-0.864
0.998,0.213
0.355,-0.175
1.31,0.72
0.166,1.813
1.35,0.116
2.181,-0.416
1.368,1.278
0.764,0.695
0.59,-2.055
0.075,-0.719
0.493,-0.137
0.499,0.523
0.524,-0.655
2.19,-0.508
0.656,1.012
0.779,0.682
0.082,-0.023
2.306,-1.407
0.384,1.31
0.762,1.477
0.16,-0.842
0.7,-0.558
0.521,-0.501
1.467,1.841
0.19,-1.904
2.02,0.622
0.563,-0.319
2.103,-0.214
0.432,-0.782
2.469,-1.072
3.002,1.19
0.339,1.753
1.537,-0.045
1.736,-0.309
0.086,-0.46
0.396,-0.344
0.913,1.691
1.066,-0.348
0.969,-0.4
1.552,1.333
1.374,-0.714
0.554,-1.489
2.913,0.74
2.837,0.831
0.746,-0.075
0.371,0.041
0.969,-0.033
0.191,0.343
0.729,-0.97
1.044,0.43
2.242,-0.084
0.573,-0.614
0.059,-0.677
1.365,-1.451
0.515,-0.832
0.827,-0.148
0.126,1.354
2.269,-0.067
0.423,0.203
0.061,0.723
1.027,-0.38
0.777,-0.789
0.88,-1.235
0.53,0.247
3.458,0.99
0.702,-1.017
0.107,1.351
1.299,0.211
0.032,-0.789
0.517,0.022
0.172,2.262
0.192,-1.009
2.015,0.632
0.779,0.581
2.188,1.163
0.02,2.294
0.59,-1.694
0.31,0.589
0.999,1.867
1.404,0.51
0.337,0.322
2.026,-0.168
0.469,0.101
0.981,-0.229
0.988,-0.255
0.114,0.785
0.399,0.441
0.624,1.034
0.93,-0.423
0.468,-0.567
0.888,-1.156
0.063,0.722
4.996,-0.196
0.977,-1.053
3.182,-0.167
0.856,0.528
0.626,1.336
2.429,1.825
0.022,-0.555
0.093,-1.396
0.714,0.318
2.398,0.8
0.567,-0.479
2.436,-1.201
0.164,-0.652
0.706,-0.087
0.917,1.589
3.306,-0.503
1.204,0.078
1.355,0.703
0.089,0.118
1.342,0.206
0.767,1.098
0.271,1.056
1.007,0.053
0.491,0.136
1.003,0.291
0.387,0.415
1.398,0.83
1.306,0.036
0.014,-1.354
0.705,-0.472
2.055,-1.6
0.605,-1.363
0.956,-0.371
0.027,-0.448
1.311,-0.137
0.416,-0.74
0.333,-1.72
1.344,0.045
0.201,-1.285
0.187,-1.409
0.159,-0.938
0.412,0.911
0.664,-0.256
0.991,-0.349
0.628,-1.222
0.438,-2.092
0.197,-0.061
1.13,1.486
1.249,1.51
0.853,0.058
1.273,1.829
0.18,0.892
0.258,1.748
0.658,0.729
0.664,-0.66
0.019,-1.266
0.059,-0.847
0.114,0.591
0.039,-0.079
0.133,-2.248
0.339,0.273
3.406,0.004
1.316,0.565
0.207,0.558
0.035,0.629
0.029,0.492
0.88,0.921
0.546,1.598
0.524,0.361
1.004,0.146
0.542,-0.102
0.675,-1.063
1.294,0.675
0.217,-1.552
0.159,-0.16
0.262,-0.134
0.631,0.945
0.903,0.351
0.327,-1.667
0.28,-0.771
1.987,-0.337
1.106,1.349
0.171,-0.08
2.176,0.115
0.23,1.324
0.539,1.733
0.496,0.031
0.793,1.552
0.153,-0.481
1.799,0.64
0.613,0.787
1.681,-0.78
0.311,1.135
0.276,0.036
1.057,-1.25
0.174,-0.329
0.1,-0.854
0.117,0.215
1.197,1.364
0.374,-1.095
1.627,0.745
0.759,-0.406
1.038,-0.06
0.049,-1.269
1.716,0.108
0.03,0.76
1.235,2.64
1.039,-0.135
0.545,0.221
0.31,0.015
2.155,0.341
0.081,0.476
0.894,-1.792
0.142,0.265
0.14,-0.129
0.549,0.163
0.875,0.501
0.133,0.413
0.581,0.793
0.163,-1.116
2.553,-0.839
0.925,-0.189
0.411,-0.508
0.615,-0.123
0.807,-0.503
0.586,0.642
0.409,0.608
1.93,0.786
2.154,-0.199
2.14,-0.304
0.355,-0.251
0.144,0.916
5.081,-1.366
0.142,-0.161
0.876,0.265
0.727,-0.314
1.349,-0.543
1.058,0.064
1.364,-0.199
0.13,-0.033
5.172,0.138
0.092,0.037
0.516,1.176
0.333,0.115
0.239,1.874
0.553,0.04
0.855,-0.186
1.355,0.151
0.377,-0.209
4.008,1.434
0.486,0.387
0.411,-2.047
0.186,-2.078
0.434,-1.193
2.086,-0.197
1.217,-0.271
0.946,-0.681
1.099,-0.534
1.968,0.361
1.829,0.699
1.471,0.325
0.19,-0.199
0.306,-0.058
0.149,0.084
0.916,-0.608
1.759,-0.026
0.702,-0.264
0.179,0.321
1.51,0.397
10.283,2.11
0.471,-0.062
2.851,-1.545
2.683,1.147
0.033,-0.685
0.966,0.002
0.259,-0.983
0.117,-2.832
0.602,0.048
0.308,0.299
1.167,0.502
0.545,-0.296
0.729,1.094
0.861,0.682
1.694,-2.229
0.059,-0.588
1.763,-0.227
0.932,-0.165
0.26,-0.126
0.478,-0.833
1.766,0.911
0.104,-0.1
1.366,-0.915
0.557,0.109
0.484,1.761
0.057,-0.785
0.259,-0.89
0.455,1.267
1.584,-2.157
0.937,-0.339
1.324,0.886
1.736,-0.093
0.983,0.522
0.841,0.419
0.287,1.36
0.654,-0.222
0.981,-0.144
0.803,0.39
0.091,0.033
0.883,0.344
1.454,1.233
1.708,-1.343
0.384,0.346
0.117,0.115
0.023,-0.711
0.429,1.352
1.534,-2.048
0.498,1.042
0.473,-1.383
1.759,-0.094
1.571,-0.35
0.436,0.401
0.886,-0.27
0.029,-0.141
0.264,1.532
3.585,-0.948
1.121,-0.038
1.114,-1.189
0.964,-0.854
1.146,-0.786
0.062,1.982
3.975,0.244
1.254,0.652
2.468,1.403
0.556,0.736
2.057,1.3
3.482,1.17
0.863,0.72
1.367,-0.586
2.607,-0.02
0.013,-0.042
1.198,-0.746
0.248,0.159
1.448,0.124
0.149,1.13
0.319,0.163
0.241,0.289
0.754,-0.946
2.873,-2.583
0.4,0.109
1.49,-0.869
1.128,1.752
1.061,1.578
0.028,-0.313
1.424,1.865
2.159,0.268
0.784,0.505
2.179,-0.836
2.473,-0.94
1.053,1.522
0.731,1.202
1.648,1.88
2.491,1.42
0.87,-0.489
0.482,0.478
1.316,1.741
1.836,0.378
0.78,-1.87
2.407,-0.76
0.034,-0.12
0.625,-0.206
0.137,-0.447
0.917,-0.826
0.744,-1.412
1.748,0.04
1.2,-0.293
1.304,0.685
0.582,-0.079
0.004,-0.869
1.428,-1.48
0.354,-1.621
0.034,0.455
0.204,0.075
2.475,1.19
1.681,-1.424
2.018,-0.535
1.539,-0.456
0.58,0.209
0.161,-0.179
0.564,-1.295
0.078,0.71
1.11,-0.361
1.968,0.022
0.917,-1.885
0.264,-2.16
0.383,-0.923
1.705,-0.916
1.573,1.255
2.006,0.239
0.423,-0.336
2.579,-0.121
0.319,-0.097
1.765,0.428
0.657,-0.583
1.36,0.069
3.21,-1.425
0.431,1.158
0.731,-0.913
1.61,1.834
0.408,-0.432
0.971,-0.3
0.209,-0.351
0.917,-1.904
1.009,-0.439
1.684,-1.768
0.518,0.444
0.162,-0.281
1.342,1.599
1.865,-0.643
2.465,1.447
0.086,-0.659
0.059,-0.222
1.273,-0.392
0.729,-0.886
0.08,-0.976
0.682,-0.927
1.694,0.052
1.332,1.154
2.248,0.42
0.212,0.731
0.333,-0.785
3.079,-2.294
0.481,-2.278
1.134,-0.809
0.302,-0.41
0.407,1.099
3.645,-0.245
2.124,0.448
0.139,1.085
0.619,0.303
0.182,-0.877
0.074,-2.433
1.485,-1.43
0.689,0.601
2.448,-0.323
1.3,1.154
1.123,0.114
0.858,0.151
3.277,-2.37
0.33,-0.127
0.216,-1.097
0.778,1.792
0.772,-1.618
4.519,-1.193
2.421,0.543
0.55,-0.387
0.251,-1.548
4.145,-0.254
1.303,-0.572
0.026,-0.558
0.269,-0.611
0.654,-0.143
0.981,1.587
0.338,-1.296
0.344,0.835
0.082,-0.532
2.168,0.116
0.036,0.45
1.013,-0.44
0.107,1.242
0.096,-0.109
1.182,1.163
0.507,-0.718
0.018,-0.199
0.859,-1.582
1.128,-1.033
2.287,-1.058
1.651,0.526
0.187,0.959
1.57,-1.372
4.563,1.198
0.249,-0.708
1.562,0.05
0.935,0.57
1.501,1.333
0.42,-0.7
1.503,-0.227
0.847,-0.592
0.499,0.786
3.804,0.366
0.213,-0.035
0.07,-1.793
0.366,-0.707
0.927,-0.576
0.511,-1.002
0.439,3.42
0.378,1.701
0.393,-1.906
0.451,0.308
1.995,-1.018
1.361,-0.467
0.19,0.624
0.132,-0.053
1.746,-0.666
0.537,0.211
0.455,1.848
0.687,-0.49
1.187,0.316
0.432,0.401
0.593,0.587
0.672,-0.235
3.301,-0.48
0.229,-1.612
2.414,-2.314
0.983,-0.261
0.717,1.132
0.494,-1.215
0.383,-2.829
0.472,-0.201
0.519,1.04
0.4,1.781
0.786,0.605
1.149,0.47
0.127,1.169
0.047,0.078
1.053,1.049
0.503,-0.855
0.115,-0.43
0.742,1.367
0.571,0.867
0.246,-1.137
0.789,-0.957
5.732,-1.47
0.843,-0.171
0.6,-0.643
0.031,2.672
0.209,0.69
2.351,-2.356
0.223,-0.473
0.051,0.096
2.51,0.574
0.0,-0.981
0.4,-2.219
0.736,1.77
0.165,0.314
0.26,-2.584
0.332,-0.458
1.297,-0.001
0.444,-0.874
0.327,1.245
0.486,-1.625
1.62,-0.599
0.61,1.42
0.34,0.353
0.139,0.474
3.687,2.615
0.57,-0.79
0.057,1.114
0.327,-1.441
0.551,0.038
0.705,0.612
0.62,-0.118
0.855,0.81
0.162,-0.906
0.245,1.601
1.256,-0.018
3.801,0.61
0.747,1.538
0.731,1.436
0.008,-0.925
2.206,1.194
0.379,0.458
2.95,0.214
1.102,1.66
1.004,-0.549
1.558,-0.729
0.507,2.44
0.371,-1.517
0.745,1.687
0.535,0.366
2.275,0.052
0.869,-1.062
0.172,0.728
1.145,1.016
0.241,-0.102
0.912,0.953
0.339,-0.349
1.231,0.992
1.782,-1.254
0.555,-0.159
1.304,-2.519
0.415,-0.512
0.081,0.928
3.701,0.395
0.603,0.015
1.227,1.324
1.393,0.567
0.082,0.218
0.311,-1.818
1.271,0.568
1.959,0.537
0.335,-0.799
1.373,-0.519
0.476,-0.318
2.01,-0.068
0.075,1.575
0.362,-1.619
0.278,-0.368
0.401,0.074
3.086,-0.547
0.604,-1.483
0.192,-0.956
0.309,0.562
0.337,0.555
0.174,-0.458
0.606,-0.78
0.366,0.232
0.446,-0.062
0.579,1.576
4.336,-2.022
0.652,0.733
0.627,-1.703
0.105,0.193
1.08,0.172
0.979,0.0
1.254,-1.809
0.593,1.068
0.586,-0.133
2.212,-0.122
1.634,-0.685
0.688,-0.992
1.406,0.746
0.276,0.702
0.09,0.36
0.516,-1.313
0.211,-0.362
1.617,-0.642
0.052,-2.218
0.168,-0.252
0.246,0.647
1.046,-1.139
0.009,-0.153
1.278,-0.875
0.257,1.119
0.185,-0.989
0.414,2.122
0.997,0.087
1.927,0.087
0.243,1.155
0.259,2.14
0.558,1.154
0.208,1.319
0.353,-1.25
1.617,1.006
1.013,1.418
0.111,-0.705
0.283,-0.34
0.494,-1.181
2.227,0.466
0.307,-0.372
0.262,0.005
3.364,-1.48
1.63,-1.722
0.982,-0.593
1.736,-0.703
0.312,0.491
0.338,-0.469
4.927,-0.216
0.301,-1.513
0.279,-0.386
0.84,0.288
1.551,-1.203
0.032,0.523
1.041,-0.479
0.229,-0.686
4.162,1.361
0.274,0.244
3.552,1.02
0.226,-1.123
0.042,-2.015
0.313,-0.052
1.719,-1.006
1.721,-1.356
0.637,-0.608
0.933,0.487
1.015,1.813
1.131,-0.82
0.258,0.098
0.619,1.92
